NAME,state,county,tract,block group
"Block Group 3, Census Tract 3335.01, Middlesex County, Massachusetts",25,017,333501,3
"Block Group 3, Census Tract 3872.01, Middlesex County, Massachusetts",25,017,387201,3
"Block Group 3, Census Tract 3872.02, Middlesex County, Massachusetts",25,017,387202,3
"Block Group 1, Census Tract 3872.02, Middlesex County, Massachusetts",25,017,387202,1
"Block Group 2, Census Tract 3335.01, Middlesex County, Massachusetts",25,017,333501,2
"Block Group 1, Census Tract 3201.02, Middlesex County, Massachusetts",25,017,320102,1
"Block Group 2, Census Tract 3201.02, Middlesex County, Massachusetts",25,017,320102,2
"Block Group 4, Census Tract 3399, Middlesex County, Massachusetts",25,017,339900,4
"Block Group 4, Census Tract 3397, Middlesex County, Massachusetts",25,017,339700,4
"Block Group 3, Census Tract 3672, Middlesex County, Massachusetts",25,017,367200,3
"Block Group 4, Census Tract 3418, Middlesex County, Massachusetts",25,017,341800,4
"Block Group 1, Census Tract 3514.04, Middlesex County, Massachusetts",25,017,351404,1
"Block Group 2, Census Tract 3514.04, Middlesex County, Massachusetts",25,017,351404,2
"Block Group 3, Census Tract 3514.03, Middlesex County, Massachusetts",25,017,351403,3
"Block Group 5, Census Tract 3514.03, Middlesex County, Massachusetts",25,017,351403,5
"Block Group 2, Census Tract 3514.03, Middlesex County, Massachusetts",25,017,351403,2
"Block Group 1, Census Tract 3514.03, Middlesex County, Massachusetts",25,017,351403,1
"Block Group 4, Census Tract 3514.03, Middlesex County, Massachusetts",25,017,351403,4
"Block Group 1, Census Tract 3883, Middlesex County, Massachusetts",25,017,388300,1
"Block Group 4, Census Tract 3883, Middlesex County, Massachusetts",25,017,388300,4
"Block Group 3, Census Tract 3883, Middlesex County, Massachusetts",25,017,388300,3
"Block Group 2, Census Tract 3883, Middlesex County, Massachusetts",25,017,388300,2
"Block Group 3, Census Tract 3882, Middlesex County, Massachusetts",25,017,388200,3
"Block Group 1, Census Tract 3882, Middlesex County, Massachusetts",25,017,388200,1
"Block Group 2, Census Tract 3882, Middlesex County, Massachusetts",25,017,388200,2
"Block Group 1, Census Tract 9800, Middlesex County, Massachusetts",25,017,980000,1
"Block Group 2, Census Tract 3702.01, Middlesex County, Massachusetts",25,017,370201,2
"Block Group 1, Census Tract 3702.01, Middlesex County, Massachusetts",25,017,370201,1
"Block Group 3, Census Tract 3702.01, Middlesex County, Massachusetts",25,017,370201,3
"Block Group 4, Census Tract 3421.01, Middlesex County, Massachusetts",25,017,342101,4
"Block Group 2, Census Tract 3421.01, Middlesex County, Massachusetts",25,017,342101,2
"Block Group 3, Census Tract 3421.01, Middlesex County, Massachusetts",25,017,342101,3
"Block Group 1, Census Tract 3421.01, Middlesex County, Massachusetts",25,017,342101,1
"Block Group 2, Census Tract 3422.01, Middlesex County, Massachusetts",25,017,342201,2
"Block Group 1, Census Tract 3422.01, Middlesex County, Massachusetts",25,017,342201,1
"Block Group 1, Census Tract 3398.01, Middlesex County, Massachusetts",25,017,339801,1
"Block Group 3, Census Tract 3398.01, Middlesex County, Massachusetts",25,017,339801,3
"Block Group 4, Census Tract 3398.01, Middlesex County, Massachusetts",25,017,339801,4
"Block Group 2, Census Tract 3398.01, Middlesex County, Massachusetts",25,017,339801,2
"Block Group 3, Census Tract 3417, Middlesex County, Massachusetts",25,017,341700,3
"Block Group 6, Census Tract 3336, Middlesex County, Massachusetts",25,017,333600,6
"Block Group 1, Census Tract 3106.01, Middlesex County, Massachusetts",25,017,310601,1
"Block Group 3, Census Tract 3106.01, Middlesex County, Massachusetts",25,017,310601,3
"Block Group 2, Census Tract 3106.01, Middlesex County, Massachusetts",25,017,310601,2
"Block Group 2, Census Tract 3121, Middlesex County, Massachusetts",25,017,312100,2
"Block Group 1, Census Tract 3121, Middlesex County, Massachusetts",25,017,312100,1
"Block Group 3, Census Tract 3121, Middlesex County, Massachusetts",25,017,312100,3
"Block Group 1, Census Tract 3123, Middlesex County, Massachusetts",25,017,312300,1
"Block Group 2, Census Tract 3123, Middlesex County, Massachusetts",25,017,312300,2
"Block Group 3, Census Tract 3123, Middlesex County, Massachusetts",25,017,312300,3
"Block Group 2, Census Tract 3141.01, Middlesex County, Massachusetts",25,017,314101,2
"Block Group 3, Census Tract 3141.01, Middlesex County, Massachusetts",25,017,314101,3
"Block Group 1, Census Tract 3141.01, Middlesex County, Massachusetts",25,017,314101,1
"Block Group 2, Census Tract 3142, Middlesex County, Massachusetts",25,017,314200,2
"Block Group 1, Census Tract 3142, Middlesex County, Massachusetts",25,017,314200,1
"Block Group 4, Census Tract 3161.02, Middlesex County, Massachusetts",25,017,316102,4
"Block Group 3, Census Tract 3162.01, Middlesex County, Massachusetts",25,017,316201,3
"Block Group 1, Census Tract 3162.01, Middlesex County, Massachusetts",25,017,316201,1
"Block Group 2, Census Tract 3162.01, Middlesex County, Massachusetts",25,017,316201,2
"Block Group 2, Census Tract 3412, Middlesex County, Massachusetts",25,017,341200,2
"Block Group 5, Census Tract 3412, Middlesex County, Massachusetts",25,017,341200,5
"Block Group 4, Census Tract 3412, Middlesex County, Massachusetts",25,017,341200,4
"Block Group 3, Census Tract 3412, Middlesex County, Massachusetts",25,017,341200,3
"Block Group 1, Census Tract 3412, Middlesex County, Massachusetts",25,017,341200,1
"Block Group 1, Census Tract 3502, Middlesex County, Massachusetts",25,017,350200,1
"Block Group 4, Census Tract 3502, Middlesex County, Massachusetts",25,017,350200,4
"Block Group 3, Census Tract 3502, Middlesex County, Massachusetts",25,017,350200,3
"Block Group 6, Census Tract 3502, Middlesex County, Massachusetts",25,017,350200,6
"Block Group 3, Census Tract 3530, Middlesex County, Massachusetts",25,017,353000,3
"Block Group 2, Census Tract 3530, Middlesex County, Massachusetts",25,017,353000,2
"Block Group 1, Census Tract 3537, Middlesex County, Massachusetts",25,017,353700,1
"Block Group 4, Census Tract 3537, Middlesex County, Massachusetts",25,017,353700,4
"Block Group 5, Census Tract 3537, Middlesex County, Massachusetts",25,017,353700,5
"Block Group 4, Census Tract 3565, Middlesex County, Massachusetts",25,017,356500,4
"Block Group 2, Census Tract 3565, Middlesex County, Massachusetts",25,017,356500,2
"Block Group 5, Census Tract 3565, Middlesex County, Massachusetts",25,017,356500,5
"Block Group 3, Census Tract 3565, Middlesex County, Massachusetts",25,017,356500,3
"Block Group 6, Census Tract 3565, Middlesex County, Massachusetts",25,017,356500,6
"Block Group 1, Census Tract 3565, Middlesex County, Massachusetts",25,017,356500,1
"Block Group 2, Census Tract 3602, Middlesex County, Massachusetts",25,017,360200,2
"Block Group 3, Census Tract 3602, Middlesex County, Massachusetts",25,017,360200,3
"Block Group 1, Census Tract 3602, Middlesex County, Massachusetts",25,017,360200,1
"Block Group 4, Census Tract 3602, Middlesex County, Massachusetts",25,017,360200,4
"Block Group 1, Census Tract 3748, Middlesex County, Massachusetts",25,017,374800,1
"Block Group 3, Census Tract 3748, Middlesex County, Massachusetts",25,017,374800,3
"Block Group 2, Census Tract 3748, Middlesex County, Massachusetts",25,017,374800,2
"Block Group 1, Census Tract 3823, Middlesex County, Massachusetts",25,017,382300,1
"Block Group 3, Census Tract 3823, Middlesex County, Massachusetts",25,017,382300,3
"Block Group 2, Census Tract 3823, Middlesex County, Massachusetts",25,017,382300,2
"Block Group 1, Census Tract 3120, Middlesex County, Massachusetts",25,017,312000,1
"Block Group 2, Census Tract 3120, Middlesex County, Massachusetts",25,017,312000,2
"Block Group 2, Census Tract 3171.03, Middlesex County, Massachusetts",25,017,317103,2
"Block Group 3, Census Tract 3171.03, Middlesex County, Massachusetts",25,017,317103,3
"Block Group 1, Census Tract 3171.03, Middlesex County, Massachusetts",25,017,317103,1
"Block Group 4, Census Tract 3251, Middlesex County, Massachusetts",25,017,325100,4
"Block Group 2, Census Tract 3251, Middlesex County, Massachusetts",25,017,325100,2
"Block Group 6, Census Tract 3251, Middlesex County, Massachusetts",25,017,325100,6
"Block Group 7, Census Tract 3251, Middlesex County, Massachusetts",25,017,325100,7
"Block Group 3, Census Tract 3251, Middlesex County, Massachusetts",25,017,325100,3
"Block Group 1, Census Tract 3251, Middlesex County, Massachusetts",25,017,325100,1
"Block Group 5, Census Tract 3251, Middlesex County, Massachusetts",25,017,325100,5
"Block Group 1, Census Tract 3301, Middlesex County, Massachusetts",25,017,330100,1
"Block Group 2, Census Tract 3301, Middlesex County, Massachusetts",25,017,330100,2
"Block Group 3, Census Tract 3301, Middlesex County, Massachusetts",25,017,330100,3
"Block Group 2, Census Tract 3323, Middlesex County, Massachusetts",25,017,332300,2
"Block Group 3, Census Tract 3323, Middlesex County, Massachusetts",25,017,332300,3
"Block Group 4, Census Tract 3323, Middlesex County, Massachusetts",25,017,332300,4
"Block Group 1, Census Tract 3323, Middlesex County, Massachusetts",25,017,332300,1
"Block Group 5, Census Tract 3323, Middlesex County, Massachusetts",25,017,332300,5
"Block Group 4, Census Tract 3364.02, Middlesex County, Massachusetts",25,017,336402,4
"Block Group 3, Census Tract 3364.02, Middlesex County, Massachusetts",25,017,336402,3
"Block Group 1, Census Tract 3364.02, Middlesex County, Massachusetts",25,017,336402,1
"Block Group 2, Census Tract 3364.02, Middlesex County, Massachusetts",25,017,336402,2
"Block Group 1, Census Tract 3399, Middlesex County, Massachusetts",25,017,339900,1
"Block Group 5, Census Tract 3399, Middlesex County, Massachusetts",25,017,339900,5
"Block Group 3, Census Tract 3399, Middlesex County, Massachusetts",25,017,339900,3
"Block Group 2, Census Tract 3537, Middlesex County, Massachusetts",25,017,353700,2
"Block Group 3, Census Tract 3537, Middlesex County, Massachusetts",25,017,353700,3
"Block Group 1, Census Tract 3539, Middlesex County, Massachusetts",25,017,353900,1
"Block Group 3, Census Tract 3539, Middlesex County, Massachusetts",25,017,353900,3
"Block Group 2, Census Tract 3539, Middlesex County, Massachusetts",25,017,353900,2
"Block Group 2, Census Tract 3540, Middlesex County, Massachusetts",25,017,354000,2
"Block Group 1, Census Tract 3540, Middlesex County, Massachusetts",25,017,354000,1
"Block Group 3, Census Tract 3540, Middlesex County, Massachusetts",25,017,354000,3
"Block Group 3, Census Tract 3546, Middlesex County, Massachusetts",25,017,354600,3
"Block Group 1, Census Tract 3546, Middlesex County, Massachusetts",25,017,354600,1
"Block Group 2, Census Tract 3546, Middlesex County, Massachusetts",25,017,354600,2
"Block Group 4, Census Tract 3546, Middlesex County, Massachusetts",25,017,354600,4
"Block Group 4, Census Tract 3563, Middlesex County, Massachusetts",25,017,356300,4
"Block Group 1, Census Tract 3563, Middlesex County, Massachusetts",25,017,356300,1
"Block Group 5, Census Tract 3563, Middlesex County, Massachusetts",25,017,356300,5
"Block Group 2, Census Tract 3563, Middlesex County, Massachusetts",25,017,356300,2
"Block Group 3, Census Tract 3641.02, Middlesex County, Massachusetts",25,017,364102,3
"Block Group 6, Census Tract 3563, Middlesex County, Massachusetts",25,017,356300,6
"Block Group 3, Census Tract 3632.01, Middlesex County, Massachusetts",25,017,363201,3
"Block Group 1, Census Tract 3641.02, Middlesex County, Massachusetts",25,017,364102,1
"Block Group 2, Census Tract 3161.01, Middlesex County, Massachusetts",25,017,316101,2
"Block Group 3, Census Tract 3161.01, Middlesex County, Massachusetts",25,017,316101,3
"Block Group 1, Census Tract 3161.01, Middlesex County, Massachusetts",25,017,316101,1
"Block Group 1, Census Tract 3352, Middlesex County, Massachusetts",25,017,335200,1
"Block Group 2, Census Tract 3352, Middlesex County, Massachusetts",25,017,335200,2
"Block Group 5, Census Tract 3352, Middlesex County, Massachusetts",25,017,335200,5
"Block Group 3, Census Tract 3352, Middlesex County, Massachusetts",25,017,335200,3
"Block Group 4, Census Tract 3352, Middlesex County, Massachusetts",25,017,335200,4
"Block Group 1, Census Tract 3535, Middlesex County, Massachusetts",25,017,353500,1
"Block Group 2, Census Tract 3535, Middlesex County, Massachusetts",25,017,353500,2
"Block Group 2, Census Tract 3383, Middlesex County, Massachusetts",25,017,338300,2
"Block Group 3, Census Tract 3383, Middlesex County, Massachusetts",25,017,338300,3
"Block Group 1, Census Tract 3383, Middlesex County, Massachusetts",25,017,338300,1
"Block Group 3, Census Tract 3113, Middlesex County, Massachusetts",25,017,311300,3
"Block Group 1, Census Tract 3113, Middlesex County, Massachusetts",25,017,311300,1
"Block Group 2, Census Tract 3113, Middlesex County, Massachusetts",25,017,311300,2
"Block Group 2, Census Tract 3223, Middlesex County, Massachusetts",25,017,322300,2
"Block Group 1, Census Tract 3223, Middlesex County, Massachusetts",25,017,322300,1
"Block Group 3, Census Tract 3223, Middlesex County, Massachusetts",25,017,322300,3
"Block Group 5, Census Tract 3361, Middlesex County, Massachusetts",25,017,336100,5
"Block Group 4, Census Tract 3361, Middlesex County, Massachusetts",25,017,336100,4
"Block Group 2, Census Tract 3361, Middlesex County, Massachusetts",25,017,336100,2
"Block Group 2, Census Tract 3573, Middlesex County, Massachusetts",25,017,357300,2
"Block Group 3, Census Tract 3573, Middlesex County, Massachusetts",25,017,357300,3
"Block Group 1, Census Tract 3573, Middlesex County, Massachusetts",25,017,357300,1
"Block Group 3, Census Tract 3652.02, Middlesex County, Massachusetts",25,017,365202,3
"Block Group 2, Census Tract 3652.02, Middlesex County, Massachusetts",25,017,365202,2
"Block Group 1, Census Tract 3574, Middlesex County, Massachusetts",25,017,357400,1
"Block Group 3, Census Tract 3574, Middlesex County, Massachusetts",25,017,357400,3
"Block Group 2, Census Tract 3574, Middlesex County, Massachusetts",25,017,357400,2
"Block Group 3, Census Tract 3744, Middlesex County, Massachusetts",25,017,374400,3
"Block Group 1, Census Tract 3744, Middlesex County, Massachusetts",25,017,374400,1
"Block Group 5, Census Tract 3744, Middlesex County, Massachusetts",25,017,374400,5
"Block Group 4, Census Tract 3744, Middlesex County, Massachusetts",25,017,374400,4
"Block Group 2, Census Tract 3744, Middlesex County, Massachusetts",25,017,374400,2
"Block Group 1, Census Tract 3747, Middlesex County, Massachusetts",25,017,374700,1
"Block Group 2, Census Tract 3747, Middlesex County, Massachusetts",25,017,374700,2
"Block Group 1, Census Tract 3833, Middlesex County, Massachusetts",25,017,383300,1
"Block Group 2, Census Tract 3538, Middlesex County, Massachusetts",25,017,353800,2
"Block Group 1, Census Tract 3538, Middlesex County, Massachusetts",25,017,353800,1
"Block Group 3, Census Tract 3538, Middlesex County, Massachusetts",25,017,353800,3
"Block Group 2, Census Tract 3541, Middlesex County, Massachusetts",25,017,354100,2
"Block Group 1, Census Tract 3541, Middlesex County, Massachusetts",25,017,354100,1
"Block Group 3, Census Tract 3541, Middlesex County, Massachusetts",25,017,354100,3
"Block Group 3, Census Tract 3586, Middlesex County, Massachusetts",25,017,358600,3
"Block Group 1, Census Tract 3586, Middlesex County, Massachusetts",25,017,358600,1
"Block Group 4, Census Tract 3586, Middlesex County, Massachusetts",25,017,358600,4
"Block Group 2, Census Tract 3586, Middlesex County, Massachusetts",25,017,358600,2
"Block Group 5, Census Tract 3586, Middlesex County, Massachusetts",25,017,358600,5
"Block Group 1, Census Tract 3426, Middlesex County, Massachusetts",25,017,342600,1
"Block Group 2, Census Tract 3426, Middlesex County, Massachusetts",25,017,342600,2
"Block Group 3, Census Tract 3426, Middlesex County, Massachusetts",25,017,342600,3
"Block Group 1, Census Tract 3528, Middlesex County, Massachusetts",25,017,352800,1
"Block Group 2, Census Tract 3528, Middlesex County, Massachusetts",25,017,352800,2
"Block Group 2, Census Tract 3529, Middlesex County, Massachusetts",25,017,352900,2
"Block Group 1, Census Tract 3529, Middlesex County, Massachusetts",25,017,352900,1
"Block Group 4, Census Tract 3216, Middlesex County, Massachusetts",25,017,321600,4
"Block Group 3, Census Tract 3216, Middlesex County, Massachusetts",25,017,321600,3
"Block Group 1, Census Tract 3216, Middlesex County, Massachusetts",25,017,321600,1
"Block Group 2, Census Tract 3216, Middlesex County, Massachusetts",25,017,321600,2
"Block Group 2, Census Tract 3331, Middlesex County, Massachusetts",25,017,333100,2
"Block Group 1, Census Tract 3331, Middlesex County, Massachusetts",25,017,333100,1
"Block Group 4, Census Tract 3331, Middlesex County, Massachusetts",25,017,333100,4
"Block Group 5, Census Tract 3331, Middlesex County, Massachusetts",25,017,333100,5
"Block Group 3, Census Tract 3331, Middlesex County, Massachusetts",25,017,333100,3
"Block Group 1, Census Tract 3342, Middlesex County, Massachusetts",25,017,334200,1
"Block Group 2, Census Tract 3342, Middlesex County, Massachusetts",25,017,334200,2
"Block Group 3, Census Tract 3342, Middlesex County, Massachusetts",25,017,334200,3
"Block Group 2, Census Tract 3641.02, Middlesex County, Massachusetts",25,017,364102,2
"Block Group 1, Census Tract 3652.01, Middlesex County, Massachusetts",25,017,365201,1
"Block Group 3, Census Tract 3652.01, Middlesex County, Massachusetts",25,017,365201,3
"Block Group 4, Census Tract 3652.01, Middlesex County, Massachusetts",25,017,365201,4
"Block Group 5, Census Tract 3661, Middlesex County, Massachusetts",25,017,366100,5
"Block Group 2, Census Tract 3661, Middlesex County, Massachusetts",25,017,366100,2
"Block Group 1, Census Tract 3661, Middlesex County, Massachusetts",25,017,366100,1
"Block Group 3, Census Tract 3661, Middlesex County, Massachusetts",25,017,366100,3
"Block Group 3, Census Tract 3685, Middlesex County, Massachusetts",25,017,368500,3
"Block Group 2, Census Tract 3685, Middlesex County, Massachusetts",25,017,368500,2
"Block Group 1, Census Tract 3685, Middlesex County, Massachusetts",25,017,368500,1
"Block Group 3, Census Tract 3688, Middlesex County, Massachusetts",25,017,368800,3
"Block Group 2, Census Tract 3688, Middlesex County, Massachusetts",25,017,368800,2
"Block Group 1, Census Tract 3688, Middlesex County, Massachusetts",25,017,368800,1
"Block Group 7, Census Tract 3363, Middlesex County, Massachusetts",25,017,336300,7
"Block Group 6, Census Tract 3567.02, Middlesex County, Massachusetts",25,017,356702,6
"Block Group 1, Census Tract 3567.02, Middlesex County, Massachusetts",25,017,356702,1
"Block Group 3, Census Tract 3398.02, Middlesex County, Massachusetts",25,017,339802,3
"Block Group 2, Census Tract 3398.02, Middlesex County, Massachusetts",25,017,339802,2
"Block Group 1, Census Tract 3398.02, Middlesex County, Massachusetts",25,017,339802,1
"Block Group 1, Census Tract 3419.02, Middlesex County, Massachusetts",25,017,341902,1
"Block Group 6, Census Tract 3419.02, Middlesex County, Massachusetts",25,017,341902,6
"Block Group 4, Census Tract 3419.02, Middlesex County, Massachusetts",25,017,341902,4
"Block Group 5, Census Tract 3419.02, Middlesex County, Massachusetts",25,017,341902,5
"Block Group 2, Census Tract 3419.02, Middlesex County, Massachusetts",25,017,341902,2
"Block Group 3, Census Tract 3419.02, Middlesex County, Massachusetts",25,017,341902,3
"Block Group 3, Census Tract 3353.01, Middlesex County, Massachusetts",25,017,335301,3
"Block Group 2, Census Tract 3353.01, Middlesex County, Massachusetts",25,017,335301,2
"Block Group 1, Census Tract 3353.01, Middlesex County, Massachusetts",25,017,335301,1
"Block Group 2, Census Tract 3687, Middlesex County, Massachusetts",25,017,368700,2
"Block Group 1, Census Tract 3683, Middlesex County, Massachusetts",25,017,368300,1
"Block Group 4, Census Tract 3683, Middlesex County, Massachusetts",25,017,368300,4
"Block Group 3, Census Tract 3683, Middlesex County, Massachusetts",25,017,368300,3
"Block Group 2, Census Tract 3683, Middlesex County, Massachusetts",25,017,368300,2
"Block Group 4, Census Tract 3731, Middlesex County, Massachusetts",25,017,373100,4
"Block Group 3, Census Tract 3731, Middlesex County, Massachusetts",25,017,373100,3
"Block Group 1, Census Tract 3731, Middlesex County, Massachusetts",25,017,373100,1
"Block Group 5, Census Tract 3731, Middlesex County, Massachusetts",25,017,373100,5
"Block Group 2, Census Tract 3731, Middlesex County, Massachusetts",25,017,373100,2
"Block Group 1, Census Tract 3733, Middlesex County, Massachusetts",25,017,373300,1
"Block Group 2, Census Tract 3733, Middlesex County, Massachusetts",25,017,373300,2
"Block Group 3, Census Tract 3733, Middlesex County, Massachusetts",25,017,373300,3
"Block Group 1, Census Tract 3737, Middlesex County, Massachusetts",25,017,373700,1
"Block Group 4, Census Tract 3737, Middlesex County, Massachusetts",25,017,373700,4
"Block Group 3, Census Tract 3737, Middlesex County, Massachusetts",25,017,373700,3
"Block Group 1, Census Tract 3742, Middlesex County, Massachusetts",25,017,374200,1
"Block Group 3, Census Tract 3742, Middlesex County, Massachusetts",25,017,374200,3
"Block Group 2, Census Tract 3742, Middlesex County, Massachusetts",25,017,374200,2
"Block Group 1, Census Tract 3591, Middlesex County, Massachusetts",25,017,359100,1
"Block Group 3, Census Tract 3591, Middlesex County, Massachusetts",25,017,359100,3
"Block Group 2, Census Tract 3591, Middlesex County, Massachusetts",25,017,359100,2
"Block Group 2, Census Tract 3651, Middlesex County, Massachusetts",25,017,365100,2
"Block Group 3, Census Tract 3651, Middlesex County, Massachusetts",25,017,365100,3
"Block Group 1, Census Tract 3651, Middlesex County, Massachusetts",25,017,365100,1
"Block Group 5, Census Tract 3672, Middlesex County, Massachusetts",25,017,367200,5
"Block Group 1, Census Tract 3672, Middlesex County, Massachusetts",25,017,367200,1
"Block Group 2, Census Tract 3672, Middlesex County, Massachusetts",25,017,367200,2
"Block Group 7, Census Tract 3672, Middlesex County, Massachusetts",25,017,367200,7
"Block Group 6, Census Tract 3672, Middlesex County, Massachusetts",25,017,367200,6
"Block Group 4, Census Tract 3672, Middlesex County, Massachusetts",25,017,367200,4
"Block Group 1, Census Tract 3739, Middlesex County, Massachusetts",25,017,373900,1
"Block Group 3, Census Tract 3739, Middlesex County, Massachusetts",25,017,373900,3
"Block Group 2, Census Tract 3739, Middlesex County, Massachusetts",25,017,373900,2
"Block Group 3, Census Tract 3821, Middlesex County, Massachusetts",25,017,382100,3
"Block Group 4, Census Tract 3821, Middlesex County, Massachusetts",25,017,382100,4
"Block Group 5, Census Tract 3821, Middlesex County, Massachusetts",25,017,382100,5
"Block Group 1, Census Tract 3821, Middlesex County, Massachusetts",25,017,382100,1
"Block Group 3, Census Tract 3122, Middlesex County, Massachusetts",25,017,312200,3
"Block Group 4, Census Tract 3122, Middlesex County, Massachusetts",25,017,312200,4
"Block Group 2, Census Tract 3122, Middlesex County, Massachusetts",25,017,312200,2
"Block Group 1, Census Tract 3122, Middlesex County, Massachusetts",25,017,312200,1
"Block Group 2, Census Tract 3154.01, Middlesex County, Massachusetts",25,017,315401,2
"Block Group 1, Census Tract 3154.01, Middlesex County, Massachusetts",25,017,315401,1
"Block Group 2, Census Tract 3154.02, Middlesex County, Massachusetts",25,017,315402,2
"Block Group 1, Census Tract 3154.02, Middlesex County, Massachusetts",25,017,315402,1
"Block Group 3, Census Tract 3163, Middlesex County, Massachusetts",25,017,316300,3
"Block Group 2, Census Tract 3163, Middlesex County, Massachusetts",25,017,316300,2
"Block Group 5, Census Tract 3163, Middlesex County, Massachusetts",25,017,316300,5
"Block Group 4, Census Tract 3163, Middlesex County, Massachusetts",25,017,316300,4
"Block Group 1, Census Tract 3163, Middlesex County, Massachusetts",25,017,316300,1
"Block Group 3, Census Tract 3165, Middlesex County, Massachusetts",25,017,316500,3
"Block Group 2, Census Tract 3165, Middlesex County, Massachusetts",25,017,316500,2
"Block Group 1, Census Tract 3165, Middlesex County, Massachusetts",25,017,316500,1
"Block Group 4, Census Tract 3165, Middlesex County, Massachusetts",25,017,316500,4
"Block Group 1, Census Tract 3114, Middlesex County, Massachusetts",25,017,311400,1
"Block Group 2, Census Tract 3114, Middlesex County, Massachusetts",25,017,311400,2
"Block Group 4, Census Tract 3114, Middlesex County, Massachusetts",25,017,311400,4
"Block Group 3, Census Tract 3114, Middlesex County, Massachusetts",25,017,311400,3
"Block Group 1, Census Tract 3172.03, Middlesex County, Massachusetts",25,017,317203,1
"Block Group 2, Census Tract 3172.03, Middlesex County, Massachusetts",25,017,317203,2
"Block Group 3, Census Tract 3172.03, Middlesex County, Massachusetts",25,017,317203,3
"Block Group 2, Census Tract 3131.01, Middlesex County, Massachusetts",25,017,313101,2
"Block Group 1, Census Tract 3131.01, Middlesex County, Massachusetts",25,017,313101,1
"Block Group 1, Census Tract 3171.02, Middlesex County, Massachusetts",25,017,317102,1
"Block Group 3, Census Tract 3171.02, Middlesex County, Massachusetts",25,017,317102,3
"Block Group 2, Census Tract 3171.02, Middlesex County, Massachusetts",25,017,317102,2
"Block Group 6, Census Tract 3213, Middlesex County, Massachusetts",25,017,321300,6
"Block Group 3, Census Tract 3213, Middlesex County, Massachusetts",25,017,321300,3
"Block Group 4, Census Tract 3213, Middlesex County, Massachusetts",25,017,321300,4
"Block Group 1, Census Tract 3213, Middlesex County, Massachusetts",25,017,321300,1
"Block Group 5, Census Tract 3213, Middlesex County, Massachusetts",25,017,321300,5
"Block Group 2, Census Tract 3213, Middlesex County, Massachusetts",25,017,321300,2
"Block Group 3, Census Tract 3215, Middlesex County, Massachusetts",25,017,321500,3
"Block Group 2, Census Tract 3215, Middlesex County, Massachusetts",25,017,321500,2
"Block Group 1, Census Tract 3215, Middlesex County, Massachusetts",25,017,321500,1
"Block Group 3, Census Tract 3271.02, Middlesex County, Massachusetts",25,017,327102,3
"Block Group 2, Census Tract 3271.02, Middlesex County, Massachusetts",25,017,327102,2
"Block Group 1, Census Tract 3837, Middlesex County, Massachusetts",25,017,383700,1
"Block Group 3, Census Tract 3837, Middlesex County, Massachusetts",25,017,383700,3
"Block Group 1, Census Tract 3413, Middlesex County, Massachusetts",25,017,341300,1
"Block Group 2, Census Tract 3413, Middlesex County, Massachusetts",25,017,341300,2
"Block Group 3, Census Tract 3415, Middlesex County, Massachusetts",25,017,341500,3
"Block Group 1, Census Tract 3415, Middlesex County, Massachusetts",25,017,341500,1
"Block Group 5, Census Tract 3415, Middlesex County, Massachusetts",25,017,341500,5
"Block Group 4, Census Tract 3415, Middlesex County, Massachusetts",25,017,341500,4
"Block Group 2, Census Tract 3415, Middlesex County, Massachusetts",25,017,341500,2
"Block Group 1, Census Tract 3424, Middlesex County, Massachusetts",25,017,342400,1
"Block Group 4, Census Tract 3424, Middlesex County, Massachusetts",25,017,342400,4
"Block Group 3, Census Tract 3424, Middlesex County, Massachusetts",25,017,342400,3
"Block Group 2, Census Tract 3424, Middlesex County, Massachusetts",25,017,342400,2
"Block Group 1, Census Tract 3503, Middlesex County, Massachusetts",25,017,350300,1
"Block Group 3, Census Tract 3503, Middlesex County, Massachusetts",25,017,350300,3
"Block Group 2, Census Tract 3503, Middlesex County, Massachusetts",25,017,350300,2
"Block Group 4, Census Tract 3688, Middlesex County, Massachusetts",25,017,368800,4
"Block Group 5, Census Tract 3688, Middlesex County, Massachusetts",25,017,368800,5
"Block Group 4, Census Tract 3732, Middlesex County, Massachusetts",25,017,373200,4
"Block Group 1, Census Tract 3732, Middlesex County, Massachusetts",25,017,373200,1
"Block Group 3, Census Tract 3732, Middlesex County, Massachusetts",25,017,373200,3
"Block Group 2, Census Tract 3732, Middlesex County, Massachusetts",25,017,373200,2
"Block Group 3, Census Tract 3361, Middlesex County, Massachusetts",25,017,336100,3
"Block Group 6, Census Tract 3361, Middlesex County, Massachusetts",25,017,336100,6
"Block Group 1, Census Tract 3361, Middlesex County, Massachusetts",25,017,336100,1
"Block Group 1, Census Tract 3526, Middlesex County, Massachusetts",25,017,352600,1
"Block Group 2, Census Tract 3526, Middlesex County, Massachusetts",25,017,352600,2
"Block Group 2, Census Tract 3525, Middlesex County, Massachusetts",25,017,352500,2
"Block Group 1, Census Tract 3525, Middlesex County, Massachusetts",25,017,352500,1
"Block Group 3, Census Tract 3527, Middlesex County, Massachusetts",25,017,352700,3
"Block Group 2, Census Tract 3181, Middlesex County, Massachusetts",25,017,318100,2
"Block Group 1, Census Tract 3181, Middlesex County, Massachusetts",25,017,318100,1
"Block Group 3, Census Tract 3181, Middlesex County, Massachusetts",25,017,318100,3
"Block Group 4, Census Tract 3181, Middlesex County, Massachusetts",25,017,318100,4
